,behavior,cluster,date,depth,ephys,isiViolations,nSpikes,sessiontype,subject,tetrode
117,"['band002_am_tuning_curve_20160812h.h5', 'band002_am_tuning_curve_20160812i.h5', 'band002_am_tuning_curve_20160812j.h5', 'band002_bandwidth_am_20160812k.h5']",10.0,2016-08-12,1380.0,"['2016-08-12_12-06-33', '2016-08-12_12-08-44', '2016-08-12_12-19-40', '2016-08-12_12-27-34']",0.0,637.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
118,"['band002_am_tuning_curve_20160812h.h5', 'band002_am_tuning_curve_20160812i.h5', 'band002_am_tuning_curve_20160812j.h5', 'band002_bandwidth_am_20160812k.h5']",11.0,2016-08-12,1380.0,"['2016-08-12_12-06-33', '2016-08-12_12-08-44', '2016-08-12_12-19-40', '2016-08-12_12-27-34']",0.125313283208,2395.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
119,"['band002_am_tuning_curve_20160812h.h5', 'band002_am_tuning_curve_20160812i.h5', 'band002_am_tuning_curve_20160812j.h5', 'band002_bandwidth_am_20160812k.h5']",12.0,2016-08-12,1380.0,"['2016-08-12_12-06-33', '2016-08-12_12-08-44', '2016-08-12_12-19-40', '2016-08-12_12-27-34']",0.0407664084794,2454.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
120,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",1.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",12.0,26.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
121,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",2.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0898069151325,2228.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
122,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",3.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",1.3671875,1537.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
123,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",4.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",2.02669303015,2024.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
124,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",5.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0,3710.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
125,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",6.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.154511742892,3237.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
126,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",7.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0760456273764,1316.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
127,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",8.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.421496311907,1899.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
128,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",9.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",1.8041574062,7650.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
129,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",10.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",1.45454545455,1101.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
130,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",11.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0190005700171,5264.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
131,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",12.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0,1644.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
132,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",1.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",21.7391304348,24.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
133,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",2.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.540540540541,186.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
134,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",3.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0,379.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
135,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",4.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.143472022956,698.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
136,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",5.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.143266475645,699.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
137,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",6.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.54347826087,737.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
138,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",7.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.294117647059,341.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
139,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",8.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",2.12685150019,2634.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
140,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",9.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",1.05348460292,8639.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
141,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",10.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.248756218905,403.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
142,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",11.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",3.20641282565,999.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
143,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",1.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.73304825901,1638.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3.0
144,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",1.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",15.0,21.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
145,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",2.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0515331100232,3882.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
146,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",3.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.23942537909,1254.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
147,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",4.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.267916945747,2987.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
148,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",5.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.606060606061,166.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
149,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",6.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0,486.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
150,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",7.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.140056022409,715.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
151,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",8.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0,1760.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
152,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",9.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",2.39833159541,960.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
153,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",10.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.964187327824,2179.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
154,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",1.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",20.8333333333,25.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5.0
155,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",2.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0,490.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5.0
156,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",3.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",1.84757505774,2599.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5.0
157,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",4.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0,1122.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5.0
158,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",5.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0855431993157,1170.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5.0
159,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",6.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.134589502019,744.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5.0
160,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",7.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0,170.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5.0
161,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",8.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",1.85185185185,163.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5.0
162,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",9.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.1178133836,4245.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5.0
163,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",10.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",2.13333333333,376.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5.0
164,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",1.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",5.88235294118,18.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
165,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",2.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",3.0303030303,496.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
166,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",3.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0378501135503,2643.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
167,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",4.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",1.68208578638,2379.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
168,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",5.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.166389351082,602.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
169,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",6.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.259515570934,1157.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
170,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",7.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.818713450292,856.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
171,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",8.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0592241634587,3378.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
172,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",9.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.10593220339,945.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
173,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",10.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0,564.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
174,"['band002_am_tuning_curve_20160812l.h5', 'band002_am_tuning_curve_20160812m.h5', 'band002_am_tuning_curve_20160812n.h5', 'band002_bandwidth_am_20160812o.h5']",11.0,2016-08-12,1556.0,"['2016-08-12_12-55-50', '2016-08-12_12-58-22', '2016-08-12_13-09-44', '2016-08-12_13-17-21']",0.0,356.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
